"report_number","local_case_number","agency_name","acrs_report_type","crash_date_time","route_type","road_name","cross_street_type","cross_street_name","off_road_description","municipality","related_non_motorist","collision_type","weather","surface_condition","light","traffic_control","driver_substance_abuse","non_motorist_substance_abuse","person_id","driver_at_fault","injury_severity","circumstance","driver_distracted_by","drivers_license_state","vehicle_id","vehicle_damage_extent","vehicle_first_impact_location","vehicle_second_impact_location","vehicle_body_type","vehicle_movement","vehicle_continuing_dir","vehicle_going_dir","speed_limit","driverless_vehicle","parked_vehicle","vehicle_year","vehicle_make","vehicle_model","equipment_problems","latitude","longitude","geolocation"
"MCP2181004J","220016737","Montgomery County Police","Injury Crash","2022-04-20T10:25:00.000","County","BETHESDA CHURCH RD","County","KINGS VALLEY RD",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","N/A",,"00F2E58F-DD44-48B6-BB21-AD4936C1A0BF","Yes","NO APPARENT INJURY","N/A","SMOKING RELATED","MD","1013359E-EDA1-4186-9A52-EA2332A65FC5","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","West","35","No","No","2014","NISS","ROGUE","NO MISUSE","39.287995","-77.22188667","
,  
(39.287995, -77.22188667)"
"MCP2181004J","220016737","Montgomery County Police","Injury Crash","2022-04-20T10:25:00.000","County","BETHESDA CHURCH RD","County","KINGS VALLEY RD",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","N/A",,"B61E8B45-469E-42AD-9BC2-F2581BAE62D8","No","SUSPECTED MINOR INJURY","N/A","NOT DISTRACTED","WV","9D6DB89D-E9F6-4AE6-A1DC-36FE36830F98","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","VAN","STOPPED IN TRAFFIC LANE","South","West","35","No","No","2019","FORD","TRANSIT","NO MISUSE","39.287995","-77.22188667","
,  
(39.287995, -77.22188667)"
"MCP2353009T","220016732","Montgomery County Police","Property Damage Crash","2022-04-20T09:22:00.000","Maryland (State)","ROCKVILLE PIKE","Government","WILSON DR",,"N/A",,"OTHER","CLOUDY","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"37440102-DD6E-4316-BFF7-AEAFE233E75A","Yes","NO APPARENT INJURY","N/A","DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT","MD","9D75C629-753F-43D0-A14C-C61CCCFCAE81","SUPERFICIAL","SIX OCLOCK","SIX OCLOCK","TRANSIT BUS","BACKING","South","North","35","No","No","2017","GILLIG","BUS","NO MISUSE","39.00340167","-77.09711667","
,  
(39.00340167, -77.09711667)"
"MCP2353009T","220016732","Montgomery County Police","Property Damage Crash","2022-04-20T09:22:00.000","Maryland (State)","ROCKVILLE PIKE","Government","WILSON DR",,"N/A",,"OTHER","CLOUDY","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"04EFB2FB-84AE-4B6F-B179-5F2838355678","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","AE0D8D27-4C20-4157-ADAE-66C9CA8800E9","SUPERFICIAL","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","North","35","No","No","2012","VOLKSWAGON","PASSAT","NO MISUSE","39.00340167","-77.09711667","
,  
(39.00340167, -77.09711667)"
"MCP3091003J","220016729","Montgomery County Police","Property Damage Crash","2022-04-20T08:54:00.000","County","WICK LA","County","KIPLING RD",,"N/A",,"OTHER","CLEAR","DRY","DAYLIGHT","STOP SIGN","N/A",,"5ED563D7-3734-49E2-8EDE-3274C01F859F","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","50674A53-4682-44F6-BBFE-358CB94D5398","SUPERFICIAL","EIGHT OCLOCK","EIGHT OCLOCK","SCHOOL BUS","MAKING LEFT TURN","East","East","25","No","No","2020","THMS","BU","N/A","39.12532483","-77.14526383","
,  
(39.12532483, -77.14526383)"
"MCP3091003J","220016729","Montgomery County Police","Property Damage Crash","2022-04-20T08:54:00.000","County","WICK LA","County","KIPLING RD",,"N/A",,"OTHER","CLEAR","DRY","DAYLIGHT","STOP SIGN","N/A",,"AED20F12-6065-454B-90AF-C945091EC392","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","3398504B-339B-4012-B60C-EFFA559FB8CD","SUPERFICIAL","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","STARTING FROM LANE","North","North","25","No","No","2012","MERCEDES","C250","N/A","39.12532483","-77.14526383","
,  
(39.12532483, -77.14526383)"
"MCP2724002N","220016604","Montgomery County Police","Injury Crash","2022-04-20T08:40:00.000","Maryland (State)","NEW HAMPSHIRE AVE","Unknown","HILLENDALE FIRE DEPARTMENT",,"N/A","PEDESTRIAN","OTHER","CLOUDY","N/A","DAYLIGHT","TRAFFIC SIGNAL","UNKNOWN","NONE DETECTED","63FF60F2-7AE5-4CC3-AC9B-88F7C05E7441","No","NO APPARENT INJURY","N/A","NOT DISTRACTED",,"E04ECB9F-1774-4AAA-961D-AE16FCCFD821","UNKNOWN","ELEVEN OCLOCK","ELEVEN OCLOCK",,"SLOWING OR STOPPING","South","South","45","No","No","0","UNKNOWN","UNKNOWN","UNKNOWN","39.02970992","-76.98335105","
,  
(39.02970992, -76.98335105)"
"MCP3268001S","220016721","Montgomery County Police","Property Damage Crash","2022-04-20T08:19:00.000",,,,,"SCHOOL BUS STRUCK A PARKING LOT LIGHT POLE IN THE PARKING LOT OF FORCEY CHRISTIAN SCHOOL",,,"SINGLE VEHICLE","CLEAR",,"DAYLIGHT","N/A","N/A",,"356D23C8-3C36-4E08-B64B-FDC8CA103711","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","3AC89A53-CD74-4936-8D53-2B70D40F2B8B","SUPERFICIAL","NINE OCLOCK","NINE OCLOCK","SCHOOL BUS","STARTING FROM PARKED","Unknown","Unknown","5","No","No","2011","THOMAS","BU","N/A","39.06461","-76.965498","
,  
(39.06461, -76.965498)"
"DD5653001J","220016722","Rockville Police Departme","Property Damage Crash","2022-04-20T08:17:00.000","Maryland (State)","HUNGERFORD DR","Municipality","MANNAKEE ST",,"ROCKVILLE",,"STRAIGHT MOVEMENT ANGLE","N/A","DRY","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"157C4921-4BA1-4C35-8959-7F03EAC74CCA","Yes","NO APPARENT INJURY","N/A","LOOKED BUT DID NOT SEE","MD","F624FEFB-D82D-408C-80F4-95006726D38A","DISABLING","ELEVEN OCLOCK","ELEVEN OCLOCK","PASSENGER CAR","MAKING LEFT TURN","North","North","40","No","No","2008","FORD","TK","NO MISUSE","39.096643","-77.15431467","
,  
(39.096643, -77.15431467)"
"DD5653001J","220016722","Rockville Police Departme","Property Damage Crash","2022-04-20T08:17:00.000","Maryland (State)","HUNGERFORD DR","Municipality","MANNAKEE ST",,"ROCKVILLE",,"STRAIGHT MOVEMENT ANGLE","N/A","DRY","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"00D91ADA-A15B-4272-B833-8E1AEF373670","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","2C7E2E97-A556-4B0C-9A4A-39EC2730BDA0","DISABLING","ELEVEN OCLOCK","ELEVEN OCLOCK","PASSENGER CAR","ACCELERATING","South","South","40","No","No","2020","DODG","SD","N/A","39.096643","-77.15431467","
,  
(39.096643, -77.15431467)"
"MCP3200005B","220016720","Montgomery County Police","Property Damage Crash","2022-04-20T08:01:00.000","County","ROCKLEDGE DR","Unknown","ENT TO IBM",,"N/A",,"HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"10657E32-11C5-4627-904E-3E85109B4432","Yes","NO APPARENT INJURY","N/A","LOOKED BUT DID NOT SEE","MD","4CDDBDD9-6086-421D-8ED2-FB54F6F7C527","DISABLING","NINE OCLOCK","NINE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","North","East","30","No","No","2019","NISSAN","FRONTIER","NO MISUSE","39.02929283","-77.138555","
,  
(39.02929283, -77.138555)"
"MCP3200005B","220016720","Montgomery County Police","Property Damage Crash","2022-04-20T08:01:00.000","County","ROCKLEDGE DR","Unknown","ENT TO IBM",,"N/A",,"HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"6D612BBF-FC4D-40C1-9994-3403827F1975","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","7B6BCE70-CBE7-4789-9299-1DF24081C56A","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","West","30","No","No","2018","SUBARU","OUTBACK","NO MISUSE","39.02929283","-77.138555","
,  
(39.02929283, -77.138555)"
"MCP263900F0","220016719","Montgomery County Police","Injury Crash","2022-04-20T07:50:00.000","Maryland (State)","OLNEY LAYTONSVILLE RD","County","MUNCASTER RD",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"3F359622-BC13-4BDF-A906-AAE0C4E51EBB","No","POSSIBLE INJURY","BACKUP DUE TO REGULAR CONGESTION, N/A","NOT DISTRACTED","MD","318BCBA0-2345-4B4E-A926-E628BD05D2B3","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","East","East","50","No","No","2019","TOYOTA","CAMRY","NO MISUSE","39.18439833","-77.11360333","
,  
(39.18439833, -77.11360333)"
"MCP263900F0","220016719","Montgomery County Police","Injury Crash","2022-04-20T07:50:00.000","Maryland (State)","OLNEY LAYTONSVILLE RD","County","MUNCASTER RD",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"18DED8DE-2915-4792-B6DA-C370AD6DC6AB","No","POSSIBLE INJURY","BACKUP DUE TO REGULAR CONGESTION, N/A","NOT DISTRACTED","MD","ADB9C9AB-38F0-4DEC-993C-D27BA8649F26","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","(SPORT) UTILITY VEHICLE","STOPPED IN TRAFFIC LANE","East","East","50","No","No","2014","HONDA","PILOT","NO MISUSE","39.18439833","-77.11360333","
,  
(39.18439833, -77.11360333)"
"MCP263900F0","220016719","Montgomery County Police","Injury Crash","2022-04-20T07:50:00.000","Maryland (State)","OLNEY LAYTONSVILLE RD","County","MUNCASTER RD",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"6AD0A749-E512-4A61-BC98-50FE5F57DDAC","Yes","NO APPARENT INJURY","BACKUP DUE TO REGULAR CONGESTION, N/A","NOT DISTRACTED","MD","D51427C6-8E02-4B1E-823E-4F7A9117A690","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PICKUP TRUCK","MOVING CONSTANT SPEED","East","East","50","No","No","2015","NISSAN","FRONTIER","NO MISUSE","39.18439833","-77.11360333","
,  
(39.18439833, -77.11360333)"
"MCP2347003H","220016716","Montgomery County Police","Property Damage Crash","2022-04-20T07:45:00.000","Maryland (State)","OLD COLUMBIA PIKE","Unknown","ENT TO SCHOOL",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"229A68C6-6A94-489F-8EBD-A661C29556A7","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","B857C0C4-9622-48ED-BB58-0765A379C6E6","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","North","30","No","No","2008","NISSAN","ROGUE","NO MISUSE","39.08973085","-76.94776443","
,  
(39.08973085, -76.94776443)"
"MCP2347003H","220016716","Montgomery County Police","Property Damage Crash","2022-04-20T07:45:00.000","Maryland (State)","OLD COLUMBIA PIKE","Unknown","ENT TO SCHOOL",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"06181E7D-41B8-4AA1-835A-658D5C6D7561","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","69821B1B-2597-43B5-B223-26E3840B7A78","FUNCTIONAL","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","STARTING FROM LANE","West","West","30","No","No","2018","FORD","ESCAPE","N/A","39.08973085","-76.94776443","
,  
(39.08973085, -76.94776443)"
"MCP102200G9","220016717","Montgomery County Police","Property Damage Crash","2022-04-20T07:35:00.000","Maryland (State)","ROCKVILLE PIKE","County","NICHOLSON LA",,"N/A",,"SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"7D0E0B4E-A521-4DB8-80BE-16C49E8F634D","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","EF367687-7872-4086-B64F-44EB1C6D7E92","SUPERFICIAL","SIX OCLOCK","SIX OCLOCK","TRANSIT BUS","STOPPED IN TRAFFIC LANE","North","North","40","No","No","2012","GILLIS","TRANSIT BUS","NO MISUSE","39.04523667","-77.111785","
,  
(39.04523667, -77.111785)"
"MCP102200G9","220016717","Montgomery County Police","Property Damage Crash","2022-04-20T07:35:00.000","Maryland (State)","ROCKVILLE PIKE","County","NICHOLSON LA",,"N/A",,"SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"B524E07E-A22B-4ED7-B3D6-E3783A641E75","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","C998A6FB-EF36-40AA-8F31-B25F3B8F4D6F","FUNCTIONAL","TWO OCLOCK","TWO OCLOCK","PASSENGER CAR","CHANGING LANES","North","North","40","No","No","2020","HONDA","ACCORD","NO MISUSE","39.04523667","-77.111785","
,  
(39.04523667, -77.111785)"
"MCP31140029","220016709","Montgomery County Police","Injury Crash","2022-04-20T05:20:00.000","County","LITTLETON ST","County","DELANCY DR",,"N/A","OTHER","SINGLE VEHICLE","N/A","DRY","DAWN","N/A","N/A","N/A","A95EA4D3-62EB-46D3-BA91-39F5002DFD4C","Yes","SUSPECTED MINOR INJURY","N/A","LOOKED BUT DID NOT SEE","MD","7D9B5C83-57B4-481C-8EF7-572EC1ED0254","DESTROYED","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","South","25","No","No","2012","ACURA","TL","N/A","39.06476333","-77.08504167","
,  
(39.06476333, -77.08504167)"
"MCP3305001M","220016705","Montgomery County Police","Property Damage Crash","2022-04-20T05:18:00.000","County","MARTELLO DR","County","OLD COLUMBIA PIKE",,"N/A",,"SINGLE VEHICLE","CLEAR","DRY","DARK -- UNKNOWN LIGHTING","NO CONTROLS","NONE DETECTED",,"C827579E-0766-4B9B-A41A-885FFE3DB111","Yes","NO APPARENT INJURY","N/A","LOOKED BUT DID NOT SEE","MD","0D9AF631-110C-4D73-9E58-CEDC74B77EF0","FUNCTIONAL","TEN OCLOCK","TEN OCLOCK","FIRE VEHICLE/EMERGENCY","ENTERING TRAFFIC LANE","East","East","25","No","No","2016","PRCE","TK","NO MISUSE","39.08197727","-76.95487926","
,  
(39.08197727, -76.95487926)"
"MCP23050028","220016702","Montgomery County Police","Property Damage Crash","2022-04-20T03:03:00.000","Maryland (State)","WOODFIELD RD","County","EAST VILLAGE AVE",,"N/A",,"SINGLE VEHICLE","N/A","DRY","DARK LIGHTS ON","STOP SIGN","N/A",,"E38BBE0D-D677-454F-8D97-B1D512C988C2","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","5E203011-32CF-4497-8C93-2D0B68A545B6","FUNCTIONAL","ELEVEN OCLOCK","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MAKING RIGHT TURN","South","East","35","No","No","2013","NISS","ROGUE","NO MISUSE","39.19160833","-77.152155","
,  
(39.19160833, -77.152155)"
"MCP271700X1","220016692","Montgomery County Police","Property Damage Crash","2022-04-19T23:34:00.000","County","OMEGA DR","Other Public Roadway","RESEARCH BLVD",,"N/A",,"OTHER","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED",,"5C540937-9079-495F-9CBB-91691D0ADB36","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","656B11DB-EC61-421E-B778-D7F99F169A62","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","South","West","35","No","No","2014","NISSAN","VERSA","N/A","39.10610917","-77.15320983","
,  
(39.10610917, -77.15320983)"
"MCP3208002Y","220016690","Montgomery County Police","Property Damage Crash","2022-04-19T22:58:00.000","Maryland (State)","NEW HAMPSHIRE AVE","County","NORTHWEST DR",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED",,"A71C2745-05CF-4D51-9DC9-EED5A3FF8417","Unknown","NO APPARENT INJURY","N/A","UNKNOWN","MD","6DF6AE81-4F15-4214-9157-DE619D328B26","DISABLING","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","North","North","40","No","No","2015","TOYOTA","SIENNA","NO MISUSE","39.03673667","-76.98905167","
,  
(39.03673667, -76.98905167)"
"MCP3208002Y","220016690","Montgomery County Police","Property Damage Crash","2022-04-19T22:58:00.000","Maryland (State)","NEW HAMPSHIRE AVE","County","NORTHWEST DR",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED",,"A7AE93A9-A756-4CBB-83E4-1FD3D2379C8E","Unknown","NO APPARENT INJURY","N/A","OTHER DISTRACTION","MD","007E532B-788D-4C5A-8E9E-5DA48813ADC8","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","North","40","No","No","2016","MERZ","4H","NO MISUSE","39.03673667","-76.98905167","
,  
(39.03673667, -76.98905167)"
"MCP2766006V","220016683","Montgomery County Police","Property Damage Crash","2022-04-19T21:18:00.000","Maryland (State)","CONNECTICUT AVE","County","INDEPENDENCE ST",,"N/A",,"SAME DIRECTION SIDESWIPE","CLEAR","DRY","DARK LIGHTS ON","N/A","NONE DETECTED",,"623E8D18-30D0-496F-8E97-BAE709762517","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","005C1F93-6CBF-40A4-BB03-8CA4F29FF34F","DISABLING","FIVE OCLOCK","FIVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","North","40","No","No","2004","TOYOTA","SIENNA","NO MISUSE","39.07537667","-77.07988333","
,  
(39.07537667, -77.07988333)"
"MCP2766006V","220016683","Montgomery County Police","Property Damage Crash","2022-04-19T21:18:00.000","Maryland (State)","CONNECTICUT AVE","County","INDEPENDENCE ST",,"N/A",,"SAME DIRECTION SIDESWIPE","CLEAR","DRY","DARK LIGHTS ON","N/A","NONE DETECTED",,"4BC1340B-1506-4C60-ADBF-CF4A5269E28F","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","3F5188DD-0C0F-40AE-8618-57AF8214E044","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","ACCELERATING","North","North","40","No","No","2014","HONDA","CIVIC","NO MISUSE","39.07537667","-77.07988333","
,  
(39.07537667, -77.07988333)"
"EJ7895001F","220016677","Gaithersburg Police Depar","Injury Crash","2022-04-19T20:25:00.000","County","MUDDY BRANCH RD","Municipality","WEST SIDE DR",,"GAITHERSBURG",,"ANGLE MEETS LEFT TURN","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED",,"1B33FE3D-EEA7-4E48-854B-AB938DBD9DB1","No","NO APPARENT INJURY","N/A","UNKNOWN","MD","7ABD50B6-2961-4DE1-8628-113AD87A40ED","DESTROYED","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","West","West","45","No","No","2009","LEXUS","RX350","NO MISUSE","39.12755194","-77.20974476","
,  
(39.12755194, -77.20974476)"
"EJ7895001F","220016677","Gaithersburg Police Depar","Injury Crash","2022-04-19T20:25:00.000","County","MUDDY BRANCH RD","Municipality","WEST SIDE DR",,"GAITHERSBURG",,"ANGLE MEETS LEFT TURN","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED",,"0982BB23-F60F-4DC5-BB0E-AF15FDD1DD9E","Yes","POSSIBLE INJURY","N/A","UNKNOWN","MD","FD6A834B-8C7E-4B16-8839-F76F88AF3EA5","DISABLING","ONE OCLOCK","ONE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","West","West","45","No","No","2017","NISS","4S","NO MISUSE","39.12755194","-77.20974476","
,  
(39.12755194, -77.20974476)"
"EJ7880001B","220016660","Gaithersburg Police Depar","Property Damage Crash","2022-04-19T18:51:00.000","Interstate (State)","EISENHOWER MEMORIAL HWY","Ramp","RAMP 6 FR FATHER HURLEY BLVD TO IS270 SB",,"N/A",,"N/A","CLEAR","N/A","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"3063FA8C-A1B0-490E-9E6A-B49EC851E2F3","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","7F74C5D6-1442-445D-BA93-FA9B79E9D2FD","NO DAMAGE","NON-COLLISION","NON-COLLISION","CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))","MOVING CONSTANT SPEED","South","South","55","No","No","2013","FORD","PK","N/A","39.1926279","-77.25996557","
,  
(39.1926279, -77.25996557)"
"EJ7880001B","220016660","Gaithersburg Police Depar","Property Damage Crash","2022-04-19T18:51:00.000","Interstate (State)","EISENHOWER MEMORIAL HWY","Ramp","RAMP 6 FR FATHER HURLEY BLVD TO IS270 SB",,"N/A",,"N/A","CLEAR","N/A","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"FE2A9E9E-200C-4A67-9DDB-EE60E8AF8841","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","C252B295-D5CB-465B-B71B-DBB7D26095E6","SUPERFICIAL","TWELVE OCLOCK","TWELVE OCLOCK","POLICE VEHICLE/NON EMERGENCY","MOVING CONSTANT SPEED","South","South","55","No","No","2016","FORD","EXPLORER","NO MISUSE","39.1926279","-77.25996557","
,  
(39.1926279, -77.25996557)"
"DD5652000L","220016634","Rockville Police Departme","Property Damage Crash","2022-04-19T16:35:00.000","Maryland (State)","HUNGERFORD DR","Municipality","FREDERICK AVE #2",,"ROCKVILLE",,"HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"7DF79C88-4F92-44BE-BA82-2753C2C2E971","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","3EED2B3E-F7F0-40B0-A66A-E37226708FD4","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","North","35","No","No","2016","BUIC","4S","NO MISUSE","39.09415733","-77.15326792","
,  
(39.09415733, -77.15326792)"
"DD5652000L","220016634","Rockville Police Departme","Property Damage Crash","2022-04-19T16:35:00.000","Maryland (State)","HUNGERFORD DR","Municipality","FREDERICK AVE #2",,"ROCKVILLE",,"HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"164BE037-CED1-4762-84DE-FDD01CE704A7","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","DC","861E9F4E-E484-4390-9EAA-F50054628293","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","South","35","No","No","2014","VOLK","4H","NO MISUSE","39.09415733","-77.15326792","
,  
(39.09415733, -77.15326792)"
"MCP2964005K","220016632","Montgomery County Police","Injury Crash","2022-04-19T16:17:00.000","County","MIDDLEBROOK RD","Unknown","CROSSOVER",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","N/A","NONE DETECTED",,"D30416CC-287A-4374-9660-3B24F3DECB4E","No","SUSPECTED MINOR INJURY","N/A","NOT DISTRACTED","MD","14C58D28-E5FE-493D-B3F5-E40121DEBFBC","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","West","North","40","No","No","2011","TOYOTA","COROLLA","NO MISUSE","39.17938167","-77.24054","
,  
(39.17938167, -77.24054)"
"MCP2964005K","220016632","Montgomery County Police","Injury Crash","2022-04-19T16:17:00.000","County","MIDDLEBROOK RD","Unknown","CROSSOVER",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","N/A","NONE DETECTED",,"572BFEF5-8D21-4839-ABFC-4FEE8A716377","Yes","NO APPARENT INJURY","N/A","LOOKED BUT DID NOT SEE","MD","7A9D9012-37CA-41C2-8E5E-B310012E9E48","SUPERFICIAL","TWELVE OCLOCK","TWELVE OCLOCK","VAN","MAKING LEFT TURN","West","North","40","No","No","2003","CHEVROLET","EXPRESS","NO MISUSE","39.17938167","-77.24054","
,  
(39.17938167, -77.24054)"
"MCP94190038","220016766","Montgomery County Police","Property Damage Crash","2022-04-19T16:00:00.000","Maryland (State)","CONNECTICUT AVE","Maryland (State)","CHEVY CHASE CIR",,"N/A",,"SAME DIR BOTH LEFT TURN","CLEAR","DRY","DAYLIGHT","NO CONTROLS","N/A",,"A382EC36-C057-45F8-814D-02C85AF31576","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","2302BDDF-D2D2-4826-87F6-DFFD62B3B587","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","South","30","No","No","2007","CHEVY","MALIBU","NO MISUSE","38.96751598","-77.07761484","
,  
(38.96751598, -77.07761484)"
"MCP94190038","220016766","Montgomery County Police","Property Damage Crash","2022-04-19T16:00:00.000","Maryland (State)","CONNECTICUT AVE","Maryland (State)","CHEVY CHASE CIR",,"N/A",,"SAME DIR BOTH LEFT TURN","CLEAR","DRY","DAYLIGHT","NO CONTROLS","N/A",,"9EB1FF90-68A3-4EF6-975D-AF99A4BB451E","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","XX","111EF94E-328F-4913-AA38-79B7081BD44A","FUNCTIONAL","TWELVE OCLOCK","ONE OCLOCK","(SPORT) UTILITY VEHICLE","CHANGING LANES","South","South","30","No","No","2007","TOYOTA","HIGHLANDER","NO MISUSE","38.96751598","-77.07761484","
,  
(38.96751598, -77.07761484)"
"MCP30440055","220016623","Montgomery County Police","Property Damage Crash","2022-04-19T15:58:00.000","Maryland (State)","E RANDOLPH RD","Maryland (State)","OLD COLUMBIA PIKE",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"5B5729F4-058D-4530-A647-B026EEAB6DEE","Yes","NO APPARENT INJURY","N/A","BY OTHER OCCUPANTS","MD","9639B4AD-9FDF-48D1-BCD4-977BC8652448","UNKNOWN","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","Unknown","North","35","No","No","2017","HYUNDAI","ACCENT","NO MISUSE","39.06376667","-76.96540167","
,  
(39.06376667, -76.96540167)"
