"report_number","local_case_number","agency_name","acrs_report_type","crash_date_time","route_type","road_name","cross_street_type","cross_street_name","off_road_description","municipality","related_non_motorist","collision_type","weather","surface_condition","light","traffic_control","driver_substance_abuse","non_motorist_substance_abuse","person_id","driver_at_fault","injury_severity","circumstance","driver_distracted_by","drivers_license_state","vehicle_id","vehicle_damage_extent","vehicle_first_impact_location","vehicle_second_impact_location","vehicle_body_type","vehicle_movement","vehicle_continuing_dir","vehicle_going_dir","speed_limit","driverless_vehicle","parked_vehicle","vehicle_year","vehicle_make","vehicle_model","equipment_problems","latitude","longitude","geolocation"
"MCP2612004G","220017538","Montgomery County Police","Property Damage Crash","2022-04-25T13:35:00.000",,,,,"PARKING LOT OF 15311 BEAVERBROOK CT SILVER SPRING, MD 20906",,,"OTHER","CLEAR",,"DAYLIGHT","N/A","NONE DETECTED",,"2252A197-39B8-42E1-A21E-7EFFFA618C8F","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","74478A72-22D8-43FB-ABB4-6AC40C2D8669","DISABLING","SIX OCLOCK","TWELVE OCLOCK","PASSENGER CAR","BACKING","Unknown","Unknown","5","No","No","2005","HONDA","ACCORD","NO MISUSE","39.10748","-77.06149167","
,  
(39.10748, -77.06149167)"
"DD56330071","220017542","Rockville Police Departme","Property Damage Crash","2022-04-25T12:00:00.000",,,,,"51 MONROE ST (PARKING GARAGE)",,,"UNKNOWN","CLEAR",,"DARK LIGHTS ON","N/A","UNKNOWN",,"166ECD5B-9915-4E51-96B4-D3E26404048F","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","4F17C5AB-3A94-448B-B7EB-CCEDB6B38683","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","Unknown","Unknown","10","Unknown","No","2022","UNKNOWN","UNKNOWN","UNKNOWN","39.08378501","-77.14855697","
,  
(39.08378501, -77.14855697)"
"MCP2365002Q","220017521","Montgomery County Police","Injury Crash","2022-04-25T11:55:00.000","County","GRACEFIELD RD","Maryland (State)","GRACEFIELD RD (AHEAD)",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","STOP SIGN","NONE DETECTED",,"2C903326-2B06-40D2-9BC9-2E1710E3AB2D","Yes","SUSPECTED MINOR INJURY","N/A","LOOKED BUT DID NOT SEE","MD","03B0D157-B15B-4997-9B4A-FF8F8D65ED64","DESTROYED","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","STARTING FROM LANE","West","West","30","No","No","2004","HYUNDAI","ELANTRA","NO MISUSE","39.05260167","-76.95099833","
,  
(39.05260167, -76.95099833)"
"MCP2365002Q","220017521","Montgomery County Police","Injury Crash","2022-04-25T11:55:00.000","County","GRACEFIELD RD","Maryland (State)","GRACEFIELD RD (AHEAD)",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","STOP SIGN","NONE DETECTED",,"8827116B-8B67-4228-92B1-DC10027DA462","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","7D435E42-5EE0-4C31-9BE1-D683A40B13F3","DESTROYED","THREE OCLOCK","THREE OCLOCK","PASSENGER CAR","STARTING FROM LANE","North","North","30","No","No","2021","TOYOTA","RAV4","NO MISUSE","39.05260167","-76.95099833","
,  
(39.05260167, -76.95099833)"
"MCP33120011","220017513","Montgomery County Police","Property Damage Crash","2022-04-25T11:15:00.000","Maryland (State)","NEW HAMPSHIRE AVE","County","OAKVIEW DR",,"N/A",,"SAME DIR REAR END","CLOUDY","DRY","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"E9F823EB-6D5B-4C91-B8BE-C82AC51FB737","Yes","NO APPARENT INJURY","N/A","LOOKED BUT DID NOT SEE","MD","B6A22661-7A50-48E9-83F1-634C89914C15","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","ACCELERATING","North","North","45","No","No","2012","CADI","UT","NO MISUSE","39.01485167","-76.97795667","
,  
(39.01485167, -76.97795667)"
"MCP33120011","220017513","Montgomery County Police","Property Damage Crash","2022-04-25T11:15:00.000","Maryland (State)","NEW HAMPSHIRE AVE","County","OAKVIEW DR",,"N/A",,"SAME DIR REAR END","CLOUDY","DRY","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"67807E20-ADAE-45AD-A70E-2A05D8B1C0FB","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","E2184995-9841-4973-975F-B840A3904F7A","SUPERFICIAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","North","North","45","No","No","2015","NISS","4S","NO MISUSE","39.01485167","-76.97795667","
,  
(39.01485167, -76.97795667)"
"MCP2987006Y","220017600","Montgomery County Police","Property Damage Crash","2022-04-25T09:30:00.000","US (State)","COLUMBIA PIKE","County","STEWART LA",,"N/A",,"OPPOSITE DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"C3B92821-D9D0-4C68-97FE-61601AA196A2","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","6F608E82-71D1-4C30-9D25-90356944828C","FUNCTIONAL","SEVEN OCLOCK","SEVEN OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","South","South","30","No","No","2015","CHRYSLER","300","NO MISUSE","39.04461759","-76.98904228","
,  
(39.04461759, -76.98904228)"
"MCP2987006Y","220017600","Montgomery County Police","Property Damage Crash","2022-04-25T09:30:00.000","US (State)","COLUMBIA PIKE","County","STEWART LA",,"N/A",,"OPPOSITE DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","UNKNOWN",,"4B221F36-F0E1-4547-8F19-C391EF0D9E40","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","2FCF6C61-A660-46B5-A6EA-00EACCBF7709","FUNCTIONAL","ONE OCLOCK","ONE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","North","30","No","No","2001","HONDA","ACCORD","UNKNOWN","39.04461759","-76.98904228","
,  
(39.04461759, -76.98904228)"
"MCP3119003L","220017503","Montgomery County Police","Property Damage Crash","2022-04-25T09:15:00.000","County","SHADY GROVE RD","Ramp","RAMP 8 FR RAMP 5 TO SHADY GROVE RD WB",,"N/A",,"SAME DIR REAR END","CLOUDY","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"743E4686-3695-4FFE-8D67-0E3E6DC02919","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","72EE38B0-7728-4917-A425-E08EB5DBBD26","SUPERFICIAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","North","North","40","No","No","2017","TOYR","4S","UNKNOWN","39.12996883","-77.16299417","
,  
(39.12996883, -77.16299417)"
"MCP3119003L","220017503","Montgomery County Police","Property Damage Crash","2022-04-25T09:15:00.000","County","SHADY GROVE RD","Ramp","RAMP 8 FR RAMP 5 TO SHADY GROVE RD WB",,"N/A",,"SAME DIR REAR END","CLOUDY","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"A448FAF3-D4C7-4083-B933-15CA467A9FDF","Yes","NO APPARENT INJURY","N/A","DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT","MD","01AC4820-5CED-43E1-B8A1-FD2BA6372AEA","SUPERFICIAL","TWELVE OCLOCK","TWELVE OCLOCK","MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))","STOPPED IN TRAFFIC LANE","North","North","40","No","No","2018","KW","TK","NO MISUSE","39.12996883","-77.16299417","
,  
(39.12996883, -77.16299417)"
"MCP3109006L","220017495","Montgomery County Police","Property Damage Crash","2022-04-25T08:40:00.000","Maryland (State)","NEW HAMPSHIRE AVE","Interstate (State)","CAPITAL BELTWAY",,"N/A",,"SAME DIR REAR END","CLOUDY","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"1C0AE442-437D-4272-A302-EA918C375AEF","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","74F4BEA0-B630-4573-B624-C3C94EEE626B","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","South","South","35","No","No","2010","TOYOTA","PRIUS","NO MISUSE","39.01772833","-76.9771135","
,  
(39.01772833, -76.9771135)"
"MCP3109006L","220017495","Montgomery County Police","Property Damage Crash","2022-04-25T08:40:00.000","Maryland (State)","NEW HAMPSHIRE AVE","Interstate (State)","CAPITAL BELTWAY",,"N/A",,"SAME DIR REAR END","CLOUDY","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"924330D2-0D70-4700-A9CF-EEF60FC0E8B4","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","DC","673B9C86-4B29-4D89-98B1-6E11C8C3370D","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","South","35","No","No","2015","JEEP","4X4","NO MISUSE","39.01772833","-76.9771135","
,  
(39.01772833, -76.9771135)"
"MCP3109006L","220017495","Montgomery County Police","Property Damage Crash","2022-04-25T08:40:00.000","Maryland (State)","NEW HAMPSHIRE AVE","Interstate (State)","CAPITAL BELTWAY",,"N/A",,"SAME DIR REAR END","CLOUDY","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"D72EC122-DDB1-4E29-A1D0-1EC27442B151","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","B0E56888-6A06-41C2-828A-252CC5E41FA6","DISABLING","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","South","South","35","No","No","2013","NISSAN","ALTIMA","NO MISUSE","39.01772833","-76.9771135","
,  
(39.01772833, -76.9771135)"
"MCP2411008Z","220017492","Montgomery County Police","Injury Crash","2022-04-25T08:35:00.000","Municipality","PINNEBERG AVE","Municipality","GRUENTHER AVE",,"ROCKVILLE",,"STRAIGHT MOVEMENT ANGLE","CLOUDY","DRY","DAYLIGHT","STOP SIGN","NONE DETECTED",,"9C65ED61-3C4C-42A5-BCF5-C6F397B1E306","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","4DC41816-5118-4ED8-9E93-99AA2F7E4E86","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","South","25","No","No","2018","HONDA","PILOT","NO MISUSE","39.07809167","-77.11417333","
,  
(39.07809167, -77.11417333)"
"MCP2411008Z","220017492","Montgomery County Police","Injury Crash","2022-04-25T08:35:00.000","Municipality","PINNEBERG AVE","Municipality","GRUENTHER AVE",,"ROCKVILLE",,"STRAIGHT MOVEMENT ANGLE","CLOUDY","DRY","DAYLIGHT","STOP SIGN","NONE DETECTED",,"A866033A-BB18-4F49-A897-F8644DB8A62C","Yes","SUSPECTED MINOR INJURY","N/A","UNKNOWN","MD","A3408FFB-9CD1-41C0-8CA3-67EC419C30AF","DISABLING","THREE OCLOCK","THREE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","West","25","No","No","2008","CHRYSLER","TOWN N COUNTRY","N/A","39.07809167","-77.11417333","
,  
(39.07809167, -77.11417333)"
"EJ7858006P","220017486","Gaithersburg Police Depar","Injury Crash","2022-04-25T07:35:00.000","Maryland (State)","W DIAMOND AVE","Interstate (State)","EISENHOWER MEMORIAL HWY",,"N/A",,"HEAD ON","CLOUDY","DRY","DAYLIGHT","N/A","N/A",,"E64F8AC5-A92E-4938-9930-AF24077C900E","Yes","SUSPECTED MINOR INJURY","N/A","UNKNOWN","MD","22C67645-803C-495F-BA88-8C274E852DFE","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","East","35","No","No","2018","TOYT","SD","N/A","39.14055423","-77.21213088","
,  
(39.14055423, -77.21213088)"
"EJ7858006P","220017486","Gaithersburg Police Depar","Injury Crash","2022-04-25T07:35:00.000","Maryland (State)","W DIAMOND AVE","Interstate (State)","EISENHOWER MEMORIAL HWY",,"N/A",,"HEAD ON","CLOUDY","DRY","DAYLIGHT","N/A","NONE DETECTED",,"14543DD0-7D70-482D-8343-FA3009898226","No","POSSIBLE INJURY","N/A","NOT DISTRACTED","MD","8BF7403F-E8CA-485C-B3DF-13A5E3633B2B","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","VAN","SLOWING OR STOPPING","West","West","35","No","No","2019","CHEV","TK","NO MISUSE","39.14055423","-77.21213088","
,  
(39.14055423, -77.21213088)"
"MCP2503001B","220017464","Montgomery County Police","Injury Crash","2022-04-24T22:12:00.000","Maryland (State)","BEALLSVILLE RD","County","LYNDENWOOD AVE",,"N/A",,"SINGLE VEHICLE","N/A","DRY","DARK NO LIGHTS","NO CONTROLS","NONE DETECTED",,"B4AA1C48-D9C6-4BEB-A143-5990BE4041D9","Yes","POSSIBLE INJURY","N/A","NOT DISTRACTED","MD","E43B9A1A-32D5-4EA0-9C48-D097828A6444","FUNCTIONAL","ELEVEN OCLOCK","ELEVEN OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","North","40","No","No","2019","JEEP","CHEROKEE","NO MISUSE","39.16396167","-77.41809333","
,  
(39.16396167, -77.41809333)"
"DD5527003Z","220017460","Rockville Police Departme","Property Damage Crash","2022-04-24T21:25:00.000","Maryland (State)","ROCKVILLE PIKE","Maryland (State)","VEIRS MILL RD",,"N/A",,"OTHER","N/A","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED",,"93DCE6A1-CA26-40CD-8A60-8C5B2350BA44","Yes","NO APPARENT INJURY","N/A","LOOKED BUT DID NOT SEE","MD","FFC8F0D8-E15A-4CF5-BFC4-0C5D8FCB117D","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","AMBULANCE/EMERGENCY","BACKING","South","South","30","No","No","2018","FRHT","TK","NO MISUSE","39.08079386","-77.14480025","
,  
(39.08079386, -77.14480025)"
"EJ785600B4","220017459","Gaithersburg Police Depar","Property Damage Crash","2022-04-24T21:14:00.000",,,,,"PARKING LOT OF 405 N. FREDERICK AVE, GAITHERSBURG, MD 20877",,,"STRAIGHT MOVEMENT ANGLE","CLEAR",,"DARK LIGHTS ON","N/A","N/A",,"2A919D63-5D14-45B6-AB66-8B079E88531B","Yes","NO APPARENT INJURY","N/A","LOOKED BUT DID NOT SEE","MD","74490577-2DA2-4D8A-BD10-38CADD4A2452","FUNCTIONAL","TWELVE OCLOCK","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","STARTING FROM PARKED","North","North","15","No","No","2020","CHEV","UT","NO MISUSE","39.14632083","-77.20379212","
,  
(39.14632083, -77.20379212)"
"EJ785600B4","220017459","Gaithersburg Police Depar","Property Damage Crash","2022-04-24T21:14:00.000",,,,,"PARKING LOT OF 405 N. FREDERICK AVE, GAITHERSBURG, MD 20877",,,"STRAIGHT MOVEMENT ANGLE","CLEAR",,"DARK LIGHTS ON","N/A","N/A",,"5F2F7DE8-B99D-4EAE-AED3-FE9558DC5CD1","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","E086E924-E0CD-4BD9-B136-219EA7EA14B8","FUNCTIONAL","TEN OCLOCK","TEN OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","West","15","No","No","2008","HONDA","4S","NO MISUSE","39.14632083","-77.20379212","
,  
(39.14632083, -77.20379212)"
"DD5645001T","220017457","Rockville Police Departme","Injury Crash","2022-04-24T21:11:00.000","Maryland (State)","ROCKVILLE PIKE","Maryland (State)","VEIRS MILL RD",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","NO CONTROLS","NONE DETECTED",,"2E883BEB-CB1A-443C-835C-3562B3ADC5F7","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","298A7D3D-CFF4-4CA2-8E9D-545DCD8912F1","FUNCTIONAL","TWELVE OCLOCK","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","STARTING FROM LANE","East","South","35","No","No","2013","NISSAN","ROGUE","NO MISUSE","39.08183867","-77.14614067","
,  
(39.08183867, -77.14614067)"
"DD5645001T","220017457","Rockville Police Departme","Injury Crash","2022-04-24T21:11:00.000","Maryland (State)","ROCKVILLE PIKE","Maryland (State)","VEIRS MILL RD",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","NO CONTROLS","NONE DETECTED",,"47EFF661-DB51-4132-A182-42C1B7AD6D1E","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","4F1B05EA-AC87-47BD-8023-F1C1691CE84B","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","(SPORT) UTILITY VEHICLE","STOPPED IN TRAFFIC LANE","East","South","35","No","No","2021","FORD","UT","NO MISUSE","39.08183867","-77.14614067","
,  
(39.08183867, -77.14614067)"
"MCP32180033","220017448","Montgomery County Police","Injury Crash","2022-04-24T19:50:00.000","Maryland (State)","GEORGIA AVE","County","ARCOLA AVE",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DUSK","TRAFFIC SIGNAL","NONE DETECTED",,"B75E99B5-FCD4-402D-9596-2B3B67FB0A8E","No","NO APPARENT INJURY","N/A","UNKNOWN","MD","3B41BE63-0E03-4EC3-AB21-2730F420495A","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","South","35","No","No","2020","TOYOTA","COROLLA","NO MISUSE","39.04722633","-77.052198","
,  
(39.04722633, -77.052198)"
"MCP32180033","220017448","Montgomery County Police","Injury Crash","2022-04-24T19:50:00.000","Maryland (State)","GEORGIA AVE","County","ARCOLA AVE",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DUSK","TRAFFIC SIGNAL","NONE DETECTED",,"D8C70F3E-AD09-46A9-A55A-A352B0CC4BD3","Yes","POSSIBLE INJURY","N/A","UNKNOWN","MD","E540CA7A-28C7-4924-BECD-E20F8953FAAC","DISABLING","ONE OCLOCK","ONE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","West","West","25","No","No","2011","TOYOTA","RAV4","NO MISUSE","39.04722633","-77.052198","
,  
(39.04722633, -77.052198)"
"MCP3207002M","220017426","Montgomery County Police","Property Damage Crash","2022-04-24T17:01:00.000","County","LOCKWOOD DR","Unknown","ENT TO WHITE OAK PROFESSIONAL BUILDING",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"3C5585EC-28F8-4DF9-91EA-5070EFF41FD6","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","7804A0A4-43C8-4B6F-9EB5-770D30EC35DD","FUNCTIONAL","SEVEN OCLOCK","SEVEN OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","West","West","25","No","No","2020","CHEV","SD","N/A","39.03904083","-76.9922045","
,  
(39.03904083, -76.9922045)"
"MCP3207002M","220017426","Montgomery County Police","Property Damage Crash","2022-04-24T17:01:00.000","County","LOCKWOOD DR","Unknown","ENT TO WHITE OAK PROFESSIONAL BUILDING",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"99991B9A-AC48-4475-9355-8358DFB18436","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","829E1968-64F8-4013-8B5E-6851295BD8DE","SUPERFICIAL","TEN OCLOCK","TEN OCLOCK","FIRE VEHICLE/EMERGENCY","MOVING CONSTANT SPEED","East","East","25","No","No","2019","PIERCE","TRUCK","NO MISUSE","39.03904083","-76.9922045","
,  
(39.03904083, -76.9922045)"
"MCP25560048","220017422","Montgomery County Police","Injury Crash","2022-04-24T16:28:00.000","County","SHADY GROVE RD","County","BRIARDALE RD",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"A7B085BF-6687-49CB-8508-C8C63A91C6BC","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","40E164BE-E3E6-4C6C-9A2D-B90716D16464","DISABLING","ELEVEN OCLOCK","ELEVEN OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","West","45","No","No","2009","TOYOTA","CAMRY","N/A","39.13364021","-77.15817994","
,  
(39.13364021, -77.15817994)"
"MCP25560048","220017422","Montgomery County Police","Injury Crash","2022-04-24T16:28:00.000","County","SHADY GROVE RD","County","BRIARDALE RD",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"8231DCAD-F0BF-4D1C-83F8-912141D19C6E","Yes","POSSIBLE INJURY","N/A","UNKNOWN","MD","4C9FB8D9-A585-450C-85C4-4FBEE284A46C","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","North","North","45","No","No","2010","TOYOTA","CAMRY","NO MISUSE","39.13364021","-77.15817994","
,  
(39.13364021, -77.15817994)"
"MCP3207002L","220017405","Montgomery County Police","Property Damage Crash","2022-04-24T14:40:00.000","County","LOCKWOOD DR","Unknown","ENT TO SHOPPING CENTER",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"C15BE672-C15F-4CE1-868B-9C76EC815EA9","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","AA3DBFCF-4531-408F-91CF-14DBBD3987F0","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","West","West","25","No","No","2007","HOND","SD","NO MISUSE","39.04103533","-76.98767817","
,  
(39.04103533, -76.98767817)"
"MCP3207002L","220017405","Montgomery County Police","Property Damage Crash","2022-04-24T14:40:00.000","County","LOCKWOOD DR","Unknown","ENT TO SHOPPING CENTER",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"9A63CBF4-1597-4B3D-B0BA-6C4800691388","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","65A8F454-979B-4D51-9707-274BA63D43A6","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","West","25","No","No","2006","NISSAN","ALTIMA","NO MISUSE","39.04103533","-76.98767817","
,  
(39.04103533, -76.98767817)"
"MCP32720019","220017404","Montgomery County Police","Property Damage Crash","2022-04-24T14:30:00.000","US (State)","COLESVILLE RD","County","LORAIN AVE",,"N/A",,"STRAIGHT MOVEMENT ANGLE","N/A","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"AF28E89A-24F7-479B-8BB2-99111DB86FF6","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","6F857F78-6274-43DB-8B51-8D1B509711DB","FUNCTIONAL","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","North","35","No","No","2014","TOYOTA","CAMRY","NO MISUSE","39.02392667","-77.0110015","
,  
(39.02392667, -77.0110015)"
"MCP32720019","220017404","Montgomery County Police","Property Damage Crash","2022-04-24T14:30:00.000","US (State)","COLESVILLE RD","County","LORAIN AVE",,"N/A",,"STRAIGHT MOVEMENT ANGLE","N/A","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"9F1DF8D0-228C-4418-B127-E646EBC8442A","Yes","NO APPARENT INJURY","N/A","LOOKED BUT DID NOT SEE","MD","4AF46175-996A-4350-BC88-E92C555FC2AF","DISABLING","FIVE OCLOCK","FIVE OCLOCK","PASSENGER CAR","ACCELERATING","East","East","35","No","No","2016","HONDA","CRV","NO MISUSE","39.02392667","-77.0110015","
,  
(39.02392667, -77.0110015)"
"MCP2231006J","220017400","Montgomery County Police","Injury Crash","2022-04-24T14:16:00.000","Maryland (State)","GREAT SENECA HWY","County","LONGDRAFT RD",,"N/A",,"HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"4FE0416D-8562-4FD4-BBCF-D9E6662D2C25","No","SUSPECTED MINOR INJURY","N/A","NOT DISTRACTED","MD","DED896E5-2A8B-460F-BF2B-E6A2336529ED","DISABLING","ELEVEN OCLOCK","ELEVEN OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","North","50","No","No","2022","HYUNDAI","TUCSON","NO MISUSE","39.13445","-77.24714667","
,  
(39.13445, -77.24714667)"
"MCP2231006J","220017400","Montgomery County Police","Injury Crash","2022-04-24T14:16:00.000","Maryland (State)","GREAT SENECA HWY","County","LONGDRAFT RD",,"N/A",,"HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"599C0683-F5F0-4C76-8937-84F01749B597","Yes","SUSPECTED MINOR INJURY","N/A","UNKNOWN","MD","F3E374C4-A197-44E7-A34C-F7248E4C3775","DISABLING","TWELVE OCLOCK","ONE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","East","South","50","No","No","2019","NISSAN","ROGUE","NO MISUSE","39.13445","-77.24714667","
,  
(39.13445, -77.24714667)"
"MCP2805004Z","220017397","Montgomery County Police","Property Damage Crash","2022-04-24T13:45:00.000","County","CENTERWAY RD","County","CLUB HOUSE RD",,"N/A",,"SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","ALCOHOL PRESENT",,"DF29C124-149A-4AB3-8439-75E6CE50843C","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","8204FF29-749E-4B92-BAA8-1C4F91F8EC8A","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","South","West","35","No","No","2000","MITS","GALANT","NO MISUSE","39.1722475","-77.20165517","
,  
(39.1722475, -77.20165517)"
"MCP3220002G","220017398","Montgomery County Police","Property Damage Crash","2022-04-24T13:26:00.000","Maryland (State)","MUNCASTER MILL RD","County","AIRPARK RD",,"N/A",,"SAME DIRECTION LEFT TURN","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"9CED2A8C-9386-45B7-8134-0C8CDAD5FCD7","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","AF8B6047-71E0-4445-82A8-C93B82563780","FUNCTIONAL","TWELVE OCLOCK","TWELVE OCLOCK","VAN","MOVING CONSTANT SPEED","West","West","35","No","No","2006","HONDA","ODYSSEY","NO MISUSE","39.14805437","-77.14610799","
,  
(39.14805437, -77.14610799)"
"MCP3220002G","220017398","Montgomery County Police","Property Damage Crash","2022-04-24T13:26:00.000","Maryland (State)","MUNCASTER MILL RD","County","AIRPARK RD",,"N/A",,"SAME DIRECTION LEFT TURN","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","UNKNOWN",,"33FA5CD6-60E1-474C-8F42-C9FD090CDFFA","Yes","NO APPARENT INJURY","N/A","UNKNOWN",,"216DBE06-9D91-4E7B-B9C5-4FF443F03F93","SUPERFICIAL","TEN OCLOCK","TEN OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","West","West","35","No","No","2013","FORD","EXPLORER","UNKNOWN","39.14805437","-77.14610799","
,  
(39.14805437, -77.14610799)"
